"symbol","date","open","high","close","volume","adj","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"ARMK",2017-07-07,40.13,40.27,40.240002,1476500,40.240002,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ARMK",2017-07-10,40.31,40.55,40.09,1595400,40.09,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ARMK",2017-07-11,39.96,39.96,39.720001,2337600,39.720001,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ARMK",2017-07-12,39.97,40.57,40.360001,1205500,40.360001,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ARMK",2017-07-13,40.42,40.45,40.220001,1087700,40.220001,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ARMK",2017-07-14,40.13,40.55,40.389999,1322100,40.389999,"Aramark",40.39,"$9.86B",2013,"Consumer Services","Restaurants","NYSE"
"ATH",2017-07-03,49.78,50.2,50.02,519000,50.02,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-05,50.2,50.2,49.66,960800,49.66,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-06,49.51,49.55,49.23,1238700,49.23,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-07,49.42,49.54,49.27,897100,49.27,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-10,49.09,50.04,49.639999,1418500,49.639999,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-11,49.63,49.89,49.02,1398900,49.02,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-12,49.1,49.23,48.849998,964800,48.849998,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-13,49.02,49.79,49.580002,1007800,49.580002,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"ATH",2017-07-14,49.57,49.91,49.77,619200,49.77,"Athene Holding Ltd.",49.77,"$9.97B",2016,"Finance","Life Insurance","NYSE"
"AVGO",2017-07-03,234.51,235.24,229.759995,2112300,229.759995,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-05,231,232.33,231.610001,2969900,231.610001,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-06,227.56,235.73,235.039993,2633400,235.039993,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-07,235.3,240.19,239.619995,2473100,239.619995,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-10,240.51,241.94,241.770004,2249900,241.770004,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-11,242,242.6,240.889999,2050200,240.889999,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-12,243,247.18,246.419998,2771000,246.419998,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-13,247.12,249.87,247.309998,2040000,247.309998,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVGO",2017-07-14,248.63,250.4,250.289993,1413100,250.289993,"Broadcom Limited",250.29,"$101.77B",2009,"Technology","Semiconductors","NASDAQ"
"AVNW",2017-07-03,17.46,17.84,17.73,30300,17.73,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-05,17.85,17.85,17.809999,15400,17.809999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-06,17.56,18.42,18.129999,14000,18.129999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-07,17.84,18.21,18.049999,7700,18.049999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-10,18.19,19.1,18.469999,19200,18.469999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-11,18.49,18.77,18.610001,35500,18.610001,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-12,18.8,19.15,18.299999,50500,18.299999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-13,18.46,18.72,18.280001,18100,18.280001,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"AVNW",2017-07-14,18.34,18.59,18.059999,21900,18.059999,"Aviat Networks, Inc.",18.06,"$96M",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ"
"BXC",2017-07-03,10.87,10.94,10.9,2900,10.9,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-05,10.92,10.94,10.69,10200,10.69,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-06,10.52,10.63,10.44,13500,10.44,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-07,10.65,10.73,10.62,10100,10.62,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-10,10.69,10.99,10.79,17000,10.79,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-11,10.78,10.99,10.87,55700,10.87,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-12,10.88,11,10.98,40100,10.98,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-13,10.98,11,10.73,27200,10.73,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXC",2017-07-14,10.84,10.84,10.7,23500,10.7,"BlueLinx Holdings Inc.",10.7,"$97.05M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"CCF",2017-07-03,109.4,109.4,107,8500,107,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-05,108.15,108.15,106,21700,106,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-06,105.45,106.15,104.849998,28900,104.849998,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-07,105.9,106.5,105.650002,24000,105.650002,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-10,106.65,109.15,106.849998,36900,106.849998,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-11,106.4,108.95,106.25,25600,106.25,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-12,107,110.5,110.050003,37600,110.050003,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-13,110.7,110.7,109.650002,22300,109.650002,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CCF",2017-07-14,108.75,110.06,108.849998,19000,108.849998,"Chase Corporation",108.85,"$1.02B",NA,"Consumer Durables","Building Products","AMEX"
"CDW",2017-07-03,62.55,63.6,62.759998,340900,62.759998,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-05,62.83,63.42,62.990002,773600,62.990002,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-06,62.42,62.6,61.23,1284100,61.23,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-07,61.38,62.5,62.360001,1088400,62.360001,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-10,62.3,62.85,62.630001,717500,62.630001,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-11,62.4,63.43,63.23,718500,63.23,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-12,63.2,64,63.450001,530400,63.450001,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-13,63.54,63.99,63.349998,664900,63.349998,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CDW",2017-07-14,63.34,63.77,63.560001,951700,63.560001,"CDW Corporation",63.56,"$9.98B",2013,"Consumer Services","Catalog/Specialty Distribution","NASDAQ"
"CEVA",2017-07-03,45,45.35,44.25,85400,44.25,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-05,45,45.25,45.150002,100300,45.150002,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-06,44.4,45.3,44.700001,113300,44.700001,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-07,44.7,45.7,45.599998,82300,45.599998,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-10,45.65,45.85,45.599998,91300,45.599998,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-11,45.6,46.45,45.5,119500,45.5,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-12,46.1,46.85,46.599998,80300,46.599998,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-13,46.6,46.8,46.049999,66800,46.049999,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CEVA",2017-07-14,46.35,46.68,46.450001,82600,46.450001,"CEVA, Inc.",46.45,"$1B",NA,"Technology","Semiconductors","NASDAQ"
"CGNT",2017-07-03,1.73,1.74,1.73,8500,1.73,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-05,1.7,1.7,1.63,5500,1.63,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-06,1.62,1.68,1.65,20600,1.65,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-07,1.63,1.7,1.7,13600,1.7,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-10,1.69,1.69,1.63,13200,1.63,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-11,1.64,1.65,1.62,17800,1.62,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-12,1.64,1.7,1.69,21400,1.69,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-13,1.69,1.7,1.66,18400,1.66,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CGNT",2017-07-14,1.62,1.7,1.69,13900,1.69,"Cogentix Medical, Inc.",1.6878,"$102M",NA,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ"
"CNSL",2017-07-03,21.06,21.599,21.510546,1030700,21.950001,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-05,21.462,21.658,21.598743,3276500,22.040001,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-06,21.354,21.726,20.893158,1282000,21.32,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-07,20.923,20.972,20.29537,802400,20.709999,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-10,20.168,20.295,19.746582,815800,20.15,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-11,19.845,19.845,18.942999,1518000,19.33,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-12,19,19.14,18.780001,822100,18.780001,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-13,18.8,18.99,18.42,660500,18.42,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"CNSL",2017-07-14,17.9,18.43,17.959999,3170200,17.959999,"Consolidated Communications Holdings, Inc.",17.96,"$911.17M",2005,"Public Utilities","Telecommunications Equipment","NASDAQ"
"COVS",2017-07-03,2.4,2.45,2.45,33000,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-05,2.45,2.45,2.45,18300,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-06,2.45,2.45,2.425,21800,2.425,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-07,2.45,2.45,2.45,14700,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-10,2.4,2.45,2.45,121600,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-11,2.425,2.45,2.425,35500,2.425,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-12,2.4,2.45,2.425,101900,2.425,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-13,2.4,2.45,2.45,3900,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"COVS",2017-07-14,2.45,2.45,2.45,8000,2.45,"Covisint Corporation",2.45,"$100.17M",2013,"Technology","EDP Services","NASDAQ"
"CPAC",2017-07-03,11.3,11.3,11.3,300,11.3,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-05,11.28,11.3,11.11,2100,11.11,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-06,11.15,11.57,11.4,7800,11.4,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-07,11.4,11.4,11.4,0,11.4,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-10,11.19,11.27,11.2,1900,11.2,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-11,11.54,11.54,11.54,300,11.54,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-12,11.54,11.54,11.31,300,11.31,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-13,11.54,11.54,11.54,2700,11.54,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAC",2017-07-14,11.54,11.54,11.54,0,11.54,"Cementos Pacasmayo S.A.A.",11.54,"$988.07M",NA,"Capital Goods","Building Materials","NYSE"
"CPAH",2017-07-03,2,2,2,0,2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-05,2,2,2,0,2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-06,2,2,2,0,2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-07,2,2.04,2,3200,2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-10,2,2,2,0,2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-11,1.86,1.99,1.99,1600,1.99,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-12,2.06,2.24,2.22,4300,2.22,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-13,2.2,2.28,2.2,7400,2.2,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPAH",2017-07-14,2.25,2.3,2.23,2400,2.23,"CounterPath Corporation",2.23,"$11.15M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ"
"CPLA",2017-07-03,85.75,86.45,86.099998,18700,86.099998,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-05,86.05,86.15,84.900002,33100,84.900002,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-06,84.8,84.95,83.699997,46400,83.699997,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-07,84.2,85.3,85.050003,35900,85.050003,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-10,85,85.3,83.5,33600,83.5,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-11,83.7,85.3,85.099998,60100,85.099998,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-12,85.5,87.65,85.699997,53000,85.699997,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-13,85.65,87.1,86.449997,64800,86.449997,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"CPLA",2017-07-14,86,87,86.5,51900,86.5,"Capella Education Company",86.5,"$1B",2006,"Consumer Services","Other Consumer Services","NASDAQ"
"DGRS",2017-07-03,33.42,33.63,33.509998,5100,33.509998,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-05,33.6,33.6,33.220001,4700,33.220001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-06,33.06,33.25,33.040001,20900,33.040001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-07,33.11,33.36,33.360001,8300,33.360001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-10,33.21,33.41,33.189999,22600,33.189999,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-11,33.1,33.17,33.16,8200,33.16,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-12,33.41,33.59,33.34,10700,33.34,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-13,33.23,33.31,33.240002,7600,33.240002,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-14,33.33,33.48,33.389999,13200,33.389999,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.385,"$100.16M",NA,NA,NA,"NASDAQ"
"DISCK",2017-07-03,25.38,26.03,25.51,860700,25.51,"Discovery Communications, Inc.",25.55,"$9.83B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-05,25.57,25.72,25.450001,1006500,25.450001,"Discovery Communications, Inc.",25.55,"$9.83B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-06,25.3,25.37,25.08,866500,25.08,"Discovery Communications, Inc.",25.55,"$9.83B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-07,25.15,25.27,25.15,630500,25.15,"Discovery Communications, Inc.",25.55,"$9.83B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-10,25.13,25.54,25.469999,929800,25.469999,"Discovery Communications, Inc.",25.55,"$9.83B",NA,"Consumer Services","Television Services","NASDAQ"
